Database	TOTAL
Pronunciation types	28754
Pronunciation tokens	690110
ORTHOGRAPHY	PRONUNCIATION	COUNT	P(P|W)
Hotelreservierung	hotElrezE6vi:rUN	17	7.727273e-01
Hotelreservierung	hotElrezE6vi:UN	5	2.272727e-01
Hotelreservierungen	hotElrezE6vi:rUNN	1	1.000000e+00
Hotelrezeption	hotElretsEptsjo:n	1	1.000000e+00
Hotels	hotEls	310	1.000000e+00
Hotel"ubernachtung	hotElQy:b6naxtUN	2	1.000000e+00
Hotelunter	hotElQUnt6	1	1.000000e+00
Hotelunterbringung	hotElQUnt6brINUN	1	1.000000e+00
Hotelunterkunft	hotElQUnt6kUnf	1	3.333333e-01
Hotelunterkunft	hotElQUnt6kUnft	2	6.666667e-01
Hotelunterlagen	hotElQUnt6la:N	1	1.000000e+00
Hotelverzeichnis	hotElfE6tsaICnIs	1	1.000000e+00
Hotelvorschl"age	hotElfo:6Sle:g@	2	1.000000e+00
Hotelz	hotElts	1	1.000000e+00
Hotelzimmer	hotEltsIm6	51	1.000000e+00
Hotelzimmerreservierung	hotEltsIm6rezE6vi:rUN	1	1.000000e+00
Hotline	OtlaIn	3	1.000000e+00
Hotlines	OtlaIns	1	1.000000e+00
hour	aU6	1	1.000000e+00
Hradschin	hratSi:n	1	1.000000e+00
$H-$S	ha:QEs	1	1.000000e+00
$H-$T-$M-$L	ha:te:QEmQEl	2	1.000000e+00
$H-$T-$M-$L-Seiten	ha:te:QEmQElzaItn	1	1.000000e+00
Huber	hu:b6	24	1.000000e+00
Hubert	hu:bE6t	1	1.000000e+00
h"ubsch	hYpS	3	1.000000e+00
H"ubsch	hYpS	2	1.000000e+00
h"ubsche	hYpS@	2	1.000000e+00
h"ubschen	hYpSn	1	1.000000e+00
h"ubsches	hYpS@s	2	1.000000e+00
Hubschrauber	hu:pSraUb6	1	1.000000e+00
huch	hUx	4	1.000000e+00
Huf	hu:f	1	1.000000e+00
H"ugel	hy:g@l	1	1.000000e+00
H"ugeln	hy:g@ln	1	1.000000e+00
HughGrant	hju:gra:nh	1	1.000000e+00
Hugo	hu:go	1	1.000000e+00
huh	hu:	2	1.000000e+00
H"uhnerstall	hy:n6Stal	1	1.000000e+00
hui	hui	3	1.000000e+00
hul	hUl	1	1.000000e+00
human	huma:n	1	1.000000e+00
Hummel	hUm@l	6	1.000000e+00
Hummer	hUm6	2	1.000000e+00
hun	hUn	2	1.000000e+00
Hund	hUn	2	1.000000e+00
Hunde	hUnd@	1	5.000000e-01
Hunde	hUn@	1	5.000000e-01
Hundekrankheiten	hUnd@kraNkhaIt@m	1	1.000000e+00
hunder	hUn6	1	1.000000e+00
hundert	hUn6	35	1.000000e-01
hundert	hUnn6	11	3.142857e-02
hundert	hUnn6t	38	1.085714e-01
hundert	hUnd6t	126	3.600000e-01
hundert	hUnd6	20	5.714286e-02
hundert	hUn6t	120	3.428571e-01
hundertachtundsiebzig	hUnd6taxtQUntzi:ts	1	1.000000e+00
hundertachtzig	hUn6taxtsIC	1	1.000000e+00
hundertprozentig	hUn6tprotsEntIC	1	1.000000e+00
hundertsechsundvierzig	hUnn6tzEksQUntfI6ts	1	1.000000e+00
hundertvierzehn	hUnd6tfI6ze:n	1	1.000000e+00
hundertzehn	hUn6ttse:n	2	1.000000e+00
hundert-zwanzig	hUn6ttsvansIC	1	1.000000e+00
H"undlein	hYntlaIn	1	1.000000e+00
$Hund$M	ha:QUntQEm	1	1.000000e+00
Hundskugel	hUntsku:g@l	1	1.000000e+00
hundsmiserabel	hUntsmiz@ra:b@l	1	1.000000e+00
Hunger	hUN6	10	1.000000e+00
hungern	hUN6n	1	1.000000e+00
hungrig	hUNrI	1	2.000000e-01
hungrig	hUNrIC	4	8.000000e-01
h"upfe	hYpf	1	1.000000e+00
hups	hUps	1	1.000000e+00
Hus	hUs	1	1.000000e+00
Husum	hu:zUm	2	1.000000e+00
Hut	hu:t	7	1.000000e+00
Hutmann	hu:tman	3	1.000000e+00
Hutt	hUt	1	1.000000e+00
H"uttchen	hYtC@n	1	1.000000e+00
H"utte	hYt@	4	1.000000e+00
Hypokunsthalle	hy:pokUnsthal@	1	1.000000e+00
i	i:	28	4.912281e-01
i	I	7	1.228070e-01
i	Qi:	21	3.684211e-01
i	QI	1	1.754386e-02
I	Qi:	1	1.000000e+00
$I	i:	167	6.072727e-01
$I	Qi:	108	3.927273e-01
$I-$A-$A	i:Qa:a:	31	7.750000e-01
$I-$A-$A	Qi:Qa:a:	9	2.250000e-01
Ibis	i:bIs	2	4.000000e-01
Ibis	Qi:bIs	3	6.000000e-01
$I-$B-$M	aIbi:QEm	1	5.000000e-01
$I-$B-$M	QaIbi:QEm	1	5.000000e-01
Ibrahim	i:brahi:m	5	1.000000e+00
ic	i:tse:	1	1.000000e+00
$I-$C	Qi:tse:	11	2.820513e-01
$I-$C	i:tse:	28	7.179487e-01
ICASSP	aIkE:sp	3	1.000000e+00
$I-$C-$E	i:tse:Qe:	99	8.608696e-01
$I-$C-$E	Qi:tse:Qe:	16	1.391304e-01
$I-$C-$E-Fahren	i:tse:Qe:fa:6n	1	1.000000e+00
$I-$C-$Es	aIsi:i:z	2	1.000000e+00
$I-$C-$E-Strecke	i:tse:Qe:StrEk@	2	1.000000e+00
$I-$C-$E-Ungl"uck	i:tse:Qe:QUnglYk	1	1.000000e+00
$I-$C-$E-Verbindung	i:tse:Qe:fE6bIndUNk	1	1.666667e-01
$I-$C-$E-Verbindung	Qi:tse:Qe:fE6bInnUN	2	3.333333e-01
$I-$C-$E-Verbindung	i:tse:Qe:fE6bIndUN	3	5.000000e-01
$I-$C-$E-Zug	i:tse:Qe:tsu:k	3	1.000000e+00
ich	IS	12	4.654410e-04
ich	QIk	4	1.551470e-04
ich	QIS	3	1.163603e-04
ich	C	1502	5.825770e-02
ich	QC	24	9.308820e-04
ich	ICQIC	1	3.878675e-05
ich	hIs	3	1.163603e-04
ich	hIf	3	1.163603e-04
ich	Is	14	5.430145e-04
ich	If	197	7.640990e-03
ich	hIh	9	3.490808e-04
ich	QIs	10	3.878675e-04
ich	Ih	183	7.097975e-03
ich	QIf	81	3.141727e-03
ich	I	594	2.303933e-02
ich	hIj	1	3.878675e-05
ich	hIC	133	5.158638e-03
ich	QIh	146	5.662866e-03
ich	Ij	163	6.322240e-03
ich	IC	17441	6.764797e-01
ich	hIk	1	3.878675e-05
ich	Ik	2	7.757350e-05
ich	QI	194	7.524630e-03
ich	QIj	81	3.141727e-03
ich	QIC	4980	1.931580e-01
IchbringdichhinterGitter	ICbrINdIChInt6gIt6	1	1.000000e+00
ichido	QiSido	4	1.000000e+00
ichs	QIks	1	1.000000e+00
Icks	QIks	2	1.000000e+00
$I-$C-$P-$H-$S	Qi:tse:pe:ha:QEs	9	3.750000e-01
$I-$C-$P-$H-$S	i:tse:pe:ha:QEs	15	6.250000e-01
$I-$Cs	i:tse:s	1	1.000000e+00
$I-$C-Zuschlag	i:tse:tsu:Sla:x	2	1.538462e-01
$I-$C-Zuschlag	i:tse:tsu:Sla:k	7	5.384615e-01
$I-$C-Zuschlag	Qi:tse:tsu:Sla:x	1	7.692308e-02
$I-$C-Zuschlag	Qi:tse:tsu:Sla:k	3	2.307692e-01
Ida	Qi:da	5	6.250000e-01
Ida	i:da	3	3.750000e-01
ideal	Qidea:l	18	9.000000e-01
ideal	Qidea:	2	1.000000e-01
idealer	Qidea:l6	1	1.000000e+00
idealsten	Qidea:lst@n	1	1.000000e+00
Idee	Qide:	159	9.937500e-01
Idee	Ide:	1	6.250000e-03
Ideen	Qide:@n	1	5.000000e-01
Ideen	i:de:n	1	5.000000e-01
identi	QidEntI	1	1.000000e+00
identifiziere	QidEntifitsi:r@	2	1.000000e+00
identifizieren	QidEntifitsi:r@n	1	5.000000e-01
identifizieren	QidEntifitsi:6n	1	5.000000e-01
identifiziert	QidEntifitsi:6t	2	1.000000e+00
$I-$D-$S	Qi:de:QEs	4	2.500000e-01
$I-$D-$S	i:de:QEs	12	7.500000e-01
ie	i:	2	1.000000e+00
iebenundzwanzigsten	i:mUnsvantsICstn	1	1.000000e+00
iebten	i:tn	1	1.000000e+00
iederh"oren	i:6h2:6n	1	1.000000e+00
iedersehen	i:6ze:n	1	1.000000e+00
ienstag	i:nsta:k	1	1.000000e+00
ieviel	i:fi:l	1	1.000000e+00
if	If	1	1.000000e+00
If-S"atze	QIfzEts	1	1.000000e+00
Igel	i:g@l	1	1.000000e+00
IGotALineOnYou	QaIgOt@laInOnju:	1	1.000000e+00
igste	Ist@	1	1.000000e+00
ih	i:	1	1.000000e+00
ihm	Qi:m	4	1.111111e-01
ihm	i:m	32	8.888889e-01
ihn	Qi:n	4	6.557377e-02
ihn	i:n	39	6.393443e-01
ihn	n	18	2.950820e-01
Ihn	Qi:n	2	3.333333e-01
Ihn	i:n	4	6.666667e-01
Ihne	i:n@	1	1.000000e+00
ihnen	i:nn	1	1.111111e-01
ihnen	i:n	1	1.111111e-01
ihnen	Qi:n@n	1	1.111111e-01
ihnen	n@n	1	1.111111e-01
ihnen	i:n@n	5	5.555556e-01
Ihnen	Qi:nm	2	5.171968e-04
Ihnen	Qi:m	8	2.068787e-03
Ihnen	Qi:nn	114	2.948022e-02
Ihnen	Qi:n	50	1.292992e-02
Ihnen	i:nm	3	7.757952e-04
Ihnen	i:nn	978	2.529092e-01
Ihnen	i:m	67	1.732609e-02
Ihnen	i:n	680	1.758469e-01
Ihnen	n	45	1.163693e-02
Ihnen	Qi:n@n	265	6.852858e-02
Ihnen	i:	157	4.059995e-02
Ihnen	i:n@m	1	2.585984e-04
Ihnen	Qi:	8	2.068787e-03
Ihnen	i:n@	3	7.757952e-04
Ihnen	n@n	61	1.577450e-02
Ihnen	i:nN	3	7.757952e-04
Ihnen	i:n@n	1382	3.573830e-01
Ihnen	nn	40	1.034394e-02
Ihnten	i:ntn	1	1.000000e+00
ihr	i:6	31	9.393939e-01
ihr	Qi:6	2	6.060606e-02
Ihr	i:6	73	9.125000e-01
Ihr	Qi:6	7	8.750000e-02
ihre	i:r@	17	8.500000e-01
ihre	Qi:r@	3	1.500000e-01
Ihre	i:r@	108	9.000000e-01
Ihre	Qi:r@	12	1.000000e-01
Ihrem	i:r@m	3	5.660377e-02
Ihrem	i:6m	46	8.679245e-01
Ihrem	Qi:r@m	4	7.547170e-02
ihren	Qi:r@n	1	9.090909e-02
ihren	i:r@n	2	1.818182e-01
ihren	Qi:6n	1	9.090909e-02
ihren	i:6n	7	6.363636e-01
Ihren	i:r@	1	7.462687e-03
Ihren	i:r@m	1	7.462687e-03
Ihren	i:r@n	13	9.701493e-02
Ihren	Qi:6n	8	5.970149e-02
Ihren	i:6n	111	8.283582e-01
ihrer	i:r6	4	1.000000e+00
Ihrer	Qi:r6	7	1.521739e-01
Ihrer	i:r6	39	8.478261e-01
Ihrerseits	i:r6zaIt	1	1.000000e+00
ihres	i:r@s	2	1.000000e+00
Ihres	i:r@s	2	1.000000e+00
Ikea	Qike:a	1	1.000000e+00
im	hIm	19	5.500869e-03
im	Im	1694	4.904459e-01
im	In	1	2.895194e-04
im	QIm	1143	3.309207e-01
im	QIn	4	1.158078e-03
im	m	585	1.693688e-01
im	I	2	5.790388e-04
im	Qm	3	8.685582e-04
im	QI	3	8.685582e-04
Imax	QaImEks	1	1.000000e+00
IMAX	QaImEks	1	1.000000e+00
Imbi"s	QImbIs	1	3.333333e-01
Imbi"s	ImbIs	2	6.666667e-01
ImJuli	Imju:li	1	5.000000e-01
ImJuli	mju:li	1	5.000000e-01
Immatrikualion	Imatrikualjo:	1	1.000000e+00
Immatrikulation	QImatrikulatsjo:n	1	1.000000e+00
Immatrikulationsbest"atigung	QImatrikulatsjo:nsb@stE:tIgUN	1	1.000000e+00
immatrikulieren	Imatrikuli:r@n	1	1.000000e+00
Immenstadt	Im@nStat	1	1.000000e+00
immer	QIm6	178	2.640950e-01
immer	hIm6	3	4.451039e-03
immer	m6	125	1.854599e-01
immer	Im6	367	5.445104e-01
immer	Qm6	1	1.483680e-03
immerhin	Im6hIn	5	5.000000e-01
immerhin	QIm6hIn	5	5.000000e-01
immernoch	Im6nOx	1	1.000000e+00
Immobilien	Imobi:lj@n	1	1.000000e+00
Immobilienmakler	QImobi:lj@nma:kl6	1	1.000000e+00
improvisiert	Improvizi:6t	1	1.000000e+00
Impulsantrieb	ImpUlsantri:p	1	1.000000e+00
in	hIm	6	7.542426e-04
in	Im	43	5.405405e-03
in	hIn	40	5.028284e-03
in	In	4242	5.332495e-01
in	QIm	15	1.885607e-03
in	QIn	1765	2.218730e-01
in	n	980	1.231930e-01
in	hI	7	8.799497e-04
in	I	654	8.221245e-02
in	Qn	10	1.257071e-03
in	QI	193	2.426147e-02
Ina	i:na	3	1.000000e+00
inbegriffen	Inb@grIfn	1	3.333333e-01
inbegriffen	Inb@grIf@n	1	3.333333e-01
inbegriffen	QInb@grIfm	1	3.333333e-01
indem	nde:m	2	4.000000e-01
indem	Inde:m	3	6.000000e-01
Indesivpraktikum	Indesi:fpraktikUm	1	1.000000e+00
indet	QId@t	1	1.000000e+00
Index-Dateien	ndEksdataIn	1	1.000000e+00
indifferent	QIndIf@rEnt	1	1.000000e+00
indisch	QInIS	2	2.000000e-01
indisch	InIS	6	6.000000e-01
indisch	QIndIS	2	2.000000e-01
indische	nIS@	2	1.000000e+00
indischen	QInISn	1	3.333333e-01
indischen	InISn	1	3.333333e-01
indischen	InIS@n	1	3.333333e-01
indisches	InIS@s	1	1.000000e+00
indiskret	QInIskre:t	1	1.000000e+00
indisponi	QInIsponi	1	1.000000e+00
individuell	InIviduEl	1	5.000000e-01
individuell	QIndividuEl	1	5.000000e-01
individueller	IndividuEl6	1	1.000000e+00
Indonesien	Indone:zj@n	1	1.000000e+00
indonesisch	QIndone:zIS	1	1.000000e+00
Indonesisch	QIndone:zIS	3	1.000000e+00
Industriekaufmann	IndUstri:kaUfma	1	1.000000e+00
Industriekooperationen	IndUstri:koQoperatsjo:nn	1	1.000000e+00
Ines	Qi:nEs	1	5.000000e-01
Ines	i:nEs	1	5.000000e-01
Info	Info	1	1.000000e+00
Infobau	InfobaU	3	1.000000e+00
inform	InfO6m	1	5.000000e-01
inform	QInfO6m	1	5.000000e-01
informale	InfO6ma:l@	1	1.000000e+00
Informase	InfO6ma:z@	1	1.000000e+00
Informatik	InfO6ma:tIk	4	6.666667e-01
Informatik	QInfO6ma:tIk	2	3.333333e-01
Informatikbibliothek	QInfO6ma:tIkbibliote:k	1	1.000000e+00
Informatikgeb"aude	InfO6ma:tIkg@bOYd@	1	1.000000e+00
Informatikneubau	InfO6ma:tIknOYbaU	2	1.000000e+00
Informatik-Pr"ufung	InfO6ma:tIkpry:fUN	1	1.000000e+00
Information	nfO6matsjo:	1	2.083333e-02
Information	nfO6matsjo:N	1	2.083333e-02
Information	InfO6matsjo:m	1	2.083333e-02
Information	InfO6matsjo:	3	6.250000e-02
Information	InfO6matsjo:n	28	5.833333e-01
Information	QInfO6matsjo:m	1	2.083333e-02
Information	nfO6matsjo:m	1	2.083333e-02
Information	QInfO6matsjo:n	4	8.333333e-02
Information	nfO6matsjo:n	5	1.041667e-01
Information	InfO6matsjo:N	2	4.166667e-02
Information	QInfO6matsjo:	1	2.083333e-02
Informationen	nfO6matsjo:nEn	1	6.250000e-03
Informationen	nfO6matsjo:nN	1	6.250000e-03
Informationen	QInfO6matsjo:n@n	16	1.000000e-01
Informationen	InfO6matsjo:n	2	1.250000e-02
Informationen	InfO6matsjo:n@m	1	6.250000e-03
Informationen	InfO6matsjo:n@n	71	4.437500e-01
Informationen	nfO6matsjo:nm	1	6.250000e-03
Informationen	InfO6matsjo:nn	21	1.312500e-01
Informationen	nfO6matsjo:nn	16	1.000000e-01
Informationen	nfO6matsjo:n@n	21	1.312500e-01
Informationen	QInfO6matsjo:nn	8	5.000000e-02
Informationen	InfO6matsjo:n@N	1	6.250000e-03
Informationsb"uro	InfO6matsjo:nsbyro:	1	1.000000e+00
Informationsding	InfO6matsjo:nsdIN	1	1.000000e+00
Informationsmaterial	QInfO6matsjo:nsmate6ja:l	2	3.333333e-01
Informationsmaterial	InfO6matsjo:nsmate6ja:l	3	5.000000e-01
Informationsmaterial	nfO6matsjo:nsmate6ja:l	1	1.666667e-01
Informationsm"oglichkeiten	InfO6matsjo:nsm2:klICkaItn	1	1.000000e+00
Informations-Stelle	InfO6matsjo:nsStEl@	1	1.000000e+00
Informationszelle	QInfO6matsjo:nstsEl@	1	1.000000e+00
Informationszettel	QInfO6matsjo:ntsEt@l	1	1.000000e+00
informier	InfO6mi:6	1	1.000000e+00
informiere	QInfO6mi:r@	1	1.000000e+00
informieren	InfO6mi:r@n	18	8.571429e-01
informieren	QInfO6mi:r@n	1	4.761905e-02
informieren	nfO6mi:r@n	1	4.761905e-02
informieren	QInfO6mi:rn	1	4.761905e-02
informiert	nfO6mi:6t	1	3.030303e-02
informiert	InfO6mi:6t	22	6.666667e-01
informiert	InfO6mi:6	3	9.090909e-02
informiert	QInfO6mi:6	1	3.030303e-02
informiert	QInfO6mi:6t	6	1.818182e-01
Infos	hInfos	1	1.666667e-01
Infos	Infos	3	5.000000e-01
Infos	nfos	1	1.666667e-01
Infos	QInfos	1	1.666667e-01
Inga	INa	1	1.000000e+00
Ingelfinger	IN@lfIN6	2	1.000000e+00
Ingenieurb"uros	InZenj2:6byro:s	1	1.000000e+00
Ingenieurin	QInZenj2:rIn	1	1.000000e+00
Ingo	QINgo	2	1.000000e+00
Inhalt	nhalt	1	5.000000e-01
Inhalt	Inhalt	1	5.000000e-01
Inhalte	QInhalt@	1	2.500000e-01
Inhalte	Inhalt@	3	7.500000e-01
inhaltlich	QInhaltlIC	1	1.000000e+00
inhaltliche	QInhaltlIC@	1	1.000000e+00
Inhaltsangabe	QInhaltsanga:b@	1	3.333333e-01
Inhaltsangabe	Inhaltsanga:b@	2	6.666667e-01
Inhaltsangaben	Inhaltsanga:b@n	1	1.000000e+00
Inhaltsverzeichnis	InhaltsfE6tsaIhnIs	1	1.000000e+00
inklusive	QInkluzi:v@	4	5.714286e-01
inklusive	Qnkluzi:v@	1	1.428571e-01
inklusive	Inkluzi:v@	2	2.857143e-01
In-Kneipe	QInknaIp@	1	1.000000e+00
inkommodiert	QInkOmodi:6t	1	1.000000e+00
Inkompatibilit"aten	InkOmpatibilite:t@n	1	1.000000e+00
Inlandsfl"ugen	Inlantsfly:Nn	1	1.000000e+00
Inline-Skates	QInlaInske:ts	1	1.000000e+00
innen	n	1	3.333333e-01
innen	In@n	2	6.666667e-01
innenst	In@nSt	1	1.000000e+00
Innenstadt	n@nSat	1	1.265823e-02
Innenstadt	nnSat	1	1.265823e-02
Innenstadt	In@nStat	18	2.278481e-01
Innenstadt	nnStat	8	1.012658e-01
Innenstadt	n@nStat	1	1.265823e-02
Innenstadt	QInnStat	9	1.139241e-01
Innenstadt	hIn@nStat	1	1.265823e-02
Innenstadt	QIn@nStat	8	1.012658e-01
Innenstadt	InnSat	1	1.265823e-02
Innenstadt	InnStat	31	3.924051e-01
Innenstadtn"ahe	QInnStatnE:@	1	1.000000e+00
inner	QIn6	1	1.000000e+00
innerabteilige	QIn6aptaIlIj@	1	1.000000e+00
innerhalb	In6halp	44	2.528736e-01
innerhalb	n6halp	3	1.724138e-02
innerhalb	In6hal	29	1.666667e-01
innerhalb	QIn6halp	57	3.275862e-01
innerhalb	n6hal	3	1.724138e-02
innerhalb	QIn6hal	38	2.183908e-01
ins	QIns	86	1.737374e-01
ins	hIns	4	8.080808e-03
ins	ns	127	2.565657e-01
ins	Ins	277	5.595960e-01
ins	Qns	1	2.020202e-03
insbesondere	QInsb@zOnd@r@	1	1.000000e+00
Inseln	Inz@ln	1	1.000000e+00
insgesammt	Insg@zam	1	1.000000e+00
insgesamt	QInsg@zam	4	1.212121e-01
insgesamt	Insg@zam	12	3.636364e-01
insgesamt	Insg@zamt	12	3.636364e-01
insgesamt	QInsg@zamt	4	1.212121e-01
insgesamt	nsg@zam	1	3.030303e-02
inso	QInzo	1	1.000000e+00
insofern	nzo:fE6n	7	8.536585e-02
insofern	QInzo:fE6	3	3.658537e-02
insofern	Inzo:fE6m	8	9.756098e-02
insofern	QInzo:fE6m	6	7.317073e-02
insofern	Inzo:fE6n	30	3.658537e-01
insofern	nzo:fE6	1	1.219512e-02
insofern	Inzo:fE6	3	3.658537e-02
insofern	QInzo:fE6n	24	2.926829e-01
insoweit	nzo:vaIt	1	1.000000e+00
Inspektionsreise	nspEktsjo:nsraIz	1	1.000000e+00
Installation	Instalatsjo:m	1	2.000000e-01
Installation	Instalatsjo:n	3	6.000000e-01
Installation	nstalatsjo:N	1	2.000000e-01
installieren	Instali:r@n	1	1.000000e+00
installiert	Instali:6t	1	1.000000e+00
institut	Institju:t	1	1.000000e+00
Institut	QInstitu:t	3	1.304348e-01
Institut	nstitu:t	1	4.347826e-02
Institut	Institu:	1	4.347826e-02
Institut	Institu:t	18	7.826087e-01
Institut-f"ur	Institu:tfY	1	1.000000e+00
Institut-f"ur-Psychologische-Forschung	Institu:tfy:6psyColo:gIS@fO6SUN	1	1.000000e+00
Institutionen	Institutsjo:nm	1	1.000000e+00
Institutsgeb"aude	Institu:tsgebOYd@	1	1.000000e+00
Instituts-Krankenhaus	Institu:tskraN@nhaUs	1	1.000000e+00
instrumental	QInstrumEnta:l	1	1.000000e+00
Instrumente	InstrumEnt@	2	1.000000e+00
inszeniert	Intseni:6t	1	3.333333e-01
inszeniert	Instseni:6	1	3.333333e-01
inszeniert	QInstseni:6t	1	3.333333e-01
Inszenierung	Instseni:UN	1	1.000000e+00
int	QIn	1	5.000000e-01
int	Int	1	5.000000e-01
integriert	Int@gri:6t	1	5.000000e-01
integriert	Integri:6	1	5.000000e-01
intelligenter	IntEligEnt6	1	1.000000e+00
Intelligenz	ntEligEnts	1	1.000000e+00
Intelligenzforschung	IntElIgEnsfO6SUN	1	5.000000e-01
Intelligenzforschung	ntElIgEnsfO6SUN	1	5.000000e-01
intensiv	IntEnzi:f	4	5.714286e-01
intensiv	QIntEnzi:f	2	2.857143e-01
intensiv	ntEnzi:f	1	1.428571e-01
Intensivpraktikum	IntEnzi:fpraktikUm	1	1.000000e+00
Intensivtatorium	IntEnzi:ftato:rjUm	1	1.000000e+00
inter	Int6	1	1.000000e+00
Interaktion	nt6aktsjo:n	1	1.428571e-01
Interaktion	nt6aktsjo:	1	1.428571e-01
Interaktion	Int6aktsjo:n	1	1.428571e-01
Interaktion	QInt6aktsjo:n	3	4.285714e-01
Interaktion	Int6aktsjo:N	1	1.428571e-01
Intercity	QInt6sIti	1	9.090909e-02
Intercity	Int6sIti	10	9.090909e-01
Intercity-Hotel	nt6sItihotEl	1	1.250000e-01
Intercity-Hotel	Int6sItihotEl	2	2.500000e-01
Intercity-Hotel	QInt6sItihotEl	4	5.000000e-01
Intercity-Hotel	Qnt6sItihotEl	1	1.250000e-01
interess	Int@rEs	2	1.000000e+00
interessant	nt@rEsant	12	1.518987e-01
interessant	nt@rEsan	10	1.265823e-01
interessant	Ind@rEsant	1	1.265823e-02
interessant	Ind@rIsant	1	1.265823e-02
interessant	Int@rEsant	24	3.037975e-01
interessant	Int@rEsan	13	1.645570e-01
interessant	Int@rEsanh	1	1.265823e-02
interessant	QInt@rEsan	3	3.797468e-02
interessant	In@rEsant	2	2.531646e-02
interessant	QInt@rEsant	9	1.139241e-01
interessant	QIn@rEsan	1	1.265823e-02
interessant	n@rEsant	2	2.531646e-02
interessante	nt@rEsan	1	5.882353e-02
interessante	nt@rEsant	1	5.882353e-02
interessante	QInt@rEsant@	2	1.176471e-01
interessante	Int@rEsant	1	5.882353e-02
interessante	Int@rIsant	1	5.882353e-02
interessante	In@rEsant@	2	1.176471e-01
interessante	nt@rEsant@	3	1.764706e-01
interessante	Int@rEsant@	6	3.529412e-01
Interessante	Int@rEsant@	1	1.000000e+00
interessanten	nt@rEsant@n	1	2.000000e-01
interessanten	Int@rEsantn	1	2.000000e-01
interessanten	Int@rEsanhn	1	2.000000e-01
interessanten	nt@rEsann	1	2.000000e-01
interessanten	Int@rEsant@n	1	2.000000e-01
interessanter	In@rEsant6	1	1.428571e-01
interessanter	nt@rEsant6	1	1.428571e-01
interessanter	Int@rEsant6	4	5.714286e-01
interessanter	QInt@rEsant6	1	1.428571e-01
interessanterweise	nt@rEsant6vaIz@	1	1.000000e+00
interessantes	Int@rEsant@s	3	5.000000e-01
interessantes	nt@rEsant@s	3	5.000000e-01
Interessantes	Int@rEsant@s	3	6.000000e-01
Interessantes	QInt@rEsant@s	1	2.000000e-01
Interessantes	In@rEsant@s	1	2.000000e-01
interessantesten	Int@rEsant@stn	1	5.000000e-01
interessantesten	Int@rEsan@sn	1	5.000000e-01
Interesse	Int@rEs	4	2.000000e-01
Interesse	nt@rEs@	1	5.000000e-02
Interesse	Int@rEs@	12	6.000000e-01
Interesse	nt@rEs	1	5.000000e-02
Interesse	QInt@rEs@	2	1.000000e-01
Interessen	QInt@rEsn	1	2.500000e-01
Interessen	Int@rEsn	3	7.500000e-01
interessiere	Int@rEsi:r@	5	1.000000e+00
interessieren	Int@rEsi:r@n	2	5.555556e-02
interessieren	nt@rEsi:6n	11	3.055556e-01
interessieren	Int@rEsi:6n	16	4.444444e-01
interessieren	n@rEsi:6r@n	1	2.777778e-02
interessieren	Int@rEsi:r@N	1	2.777778e-02
interessieren	QInt@rEsi:6n	4	1.111111e-01
interessieren	QInt@rEsi:r@n	1	2.777778e-02
interessierst	QInt@rEsi:6s	1	1.000000e+00
interessiert	QIn@rEsi:6t	1	1.785714e-02
interessiert	QInt@rEsi:6	1	1.785714e-02
interessiert	Int@rIsi:6	1	1.785714e-02
interessiert	QInt@rEsi:6t	5	8.928571e-02
interessiert	n@rEsi:6	1	1.785714e-02
interessiert	nt@rEsi:6d	1	1.785714e-02
interessiert	nt@rEsi:6	1	1.785714e-02
interessiert	Int@rIsi:6t	1	1.785714e-02
interessiert	hInt@rEsi:6t	1	1.785714e-02
interessiert	nt@rIsi:6	1	1.785714e-02
interessiert	nt@rEsi:6t	4	7.142857e-02
interessiert	Int@rEsi:6	13	2.321429e-01
interessiert	Int@rEsi:6t	25	4.464286e-01
International-Congress	QInt6nESn@lkOngrEs	1	1.000000e+00
internationale	Int6natsjona:l@	1	1.000000e+00
Internationale	QInt6natsjona:l@	1	1.000000e+00
interne	IntE6n@	1	1.000000e+00
Internet	QInt6nEt	7	3.333333e-01
Internet	Int6nEt	14	6.666667e-01
Internetadressen	Int6nEtadrEs@n	1	1.000000e+00
Internetserver	Int6nEts96v6	1	1.000000e+00
Internetzugang	Int6nEttsu:gaN	1	1.000000e+00
Interpretationen	QInt6pretatsjo:nn	1	1.000000e+00
interpretieren	Int6preti:r@n	1	1.000000e+00
Interregio	Int6re:gio:	1	3.333333e-01
Interregio	QInt6re:gio:	2	6.666667e-01
Intervall	Int6val	2	1.000000e+00
Intervalle	Int6val@	1	1.000000e+00
Interview	Int6vju:	5	1.000000e+00
Interviewer	Int6vju:6	1	1.000000e+00
Interwas	Int6vas	1	1.000000e+00
inventarisiere	InvEntarizi:r@	1	1.000000e+00
Inventarisierung	InvEntarizi:rUN	1	1.000000e+00
investieren	InvEsti:6n	2	6.666667e-01
investieren	QInvEsti:6n	1	3.333333e-01
inwiefern	QInvifE6m	1	5.000000e-01
inwiefern	InvifE6m	1	5.000000e-01
inwieweit	QInvivaIt	1	5.000000e-01
inwieweit	InvivaIt	1	5.000000e-01
inzwischen	nsvISn	2	2.000000e-01
inzwischen	IntsvIS@n	1	1.000000e-01
inzwischen	IntsvISn	4	4.000000e-01
inzwischen	ntsvIS@n	1	1.000000e-01
inzwischen	ntsvISn	1	1.000000e-01
